Gorai.001G000100.1	GO:0016429, GO:0030488
Gorai.011G177700.1	GO:0005515
Gorai.011G178300.1	GO:0005515
Gorai.011G178500.1	GO:0003735, GO:0006412, GO:0005840
Gorai.011G178800.1	GO:0003723, GO:0003743, GO:0006413, GO:0005737
Gorai.011G179300.1	GO:0007067, GO:0005681
Gorai.011G179400.1	GO:0005515
Gorai.011G179600.1	GO:0005515
Gorai.011G179700.1	GO:0003676, GO:0006810, GO:0005622
Gorai.011G180100.1	GO:0006355, GO:0005634
Gorai.011G180400.1	GO:0003824, GO:0008152
Gorai.011G180900.1	GO:0016161, GO:0000272
Gorai.011G181000.1	GO:0016161, GO:0000272
Gorai.011G181200.1	GO:0016757
Gorai.011G181300.1	GO:0004014, GO:0006597, GO:0008295
Gorai.011G181400.1	GO:0003824
Gorai.011G181500.1	GO:0016779, GO:0008152
Gorai.011G181600.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G181800.1	GO:0016772, GO:0016310, GO:0005524, GO:0016301
Gorai.011G181900.1	GO:0003723, GO:0008173, GO:0006396
Gorai.011G182300.1	GO:0050660, GO:0008033, GO:0016491, GO:0055114, GO:0003857, GO:0006631
Gorai.011G182700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G182800.1	GO:0016491, GO:0016706, GO:0055114
Gorai.011G182900.1	GO:0004871, GO:0000160
Gorai.011G183400.1	GO:0005515
Gorai.011G183500.1	GO:0022857, GO:0055085, GO:0016021
Gorai.011G183600.1	GO:0003824
Gorai.011G183800.1	GO:0003677, GO:0005634
Gorai.011G183900.1	GO:0003676
Gorai.011G184100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G184200.1	GO:0016624, GO:0008152, GO:0003824
Gorai.011G184400.1	GO:0046872, GO:0030001
Gorai.011G184500.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.011G184600.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.011G184900.1	GO:0031072
Gorai.011G185100.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386
Gorai.011G185300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G185500.1	GO:0005198
Gorai.011G185600.1	GO:0005515
Gorai.011G185700.1	GO:0016161, GO:0000272
Gorai.011G185800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G186100.1	GO:0005515
Gorai.011G186200.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237
Gorai.011G186600.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G186700.1	GO:0008270
Gorai.011G187000.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386, GO:0016787, GO:0031491, GO:0043044, GO:0016585, GO:0016818, GO:0006338, GO:0005634
Gorai.011G187100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G187200.1	GO:0009055, GO:0015035, GO:0045454
Gorai.011G187300.1	GO:0009055, GO:0015035, GO:0045454
Gorai.011G187400.1	GO:0009055, GO:0015035, GO:0045454
Gorai.011G187500.1	GO:0005515
Gorai.011G187700.1	GO:0008380, GO:0005681
Gorai.011G188000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G188100.1	GO:0005525, GO:0015093, GO:0015684, GO:0016021, GO:0000166
Gorai.011G188200.1	GO:0003700, GO:0006355
Gorai.011G188400.1	GO:0003676, GO:0008270
Gorai.011G188600.1	GO:0005515
Gorai.011G188700.1	GO:0008270
Gorai.011G188800.1	GO:0016491, GO:0016706, GO:0055114
Gorai.011G188900.1	GO:0031625, GO:0006511, GO:0031461
Gorai.011G189000.1	GO:0003677, GO:0046983
Gorai.011G189100.1	GO:0003677, GO:0043565, GO:0005622
Gorai.011G189400.1	GO:0003899, GO:0046983, GO:0006351
Gorai.011G189500.1	GO:0008168
Gorai.011G189700.1	GO:0003824
Gorai.011G189900.1	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0005737
Gorai.011G190200.1	GO:0016021
Gorai.011G190400.1	GO:0016740, GO:0008168, GO:0005737, GO:0008276, GO:0006479
Gorai.011G190500.1	GO:0005525
Gorai.011G190600.1	GO:0008234, GO:0006508
Gorai.011G190700.1	GO:0003777, GO:0005524, GO:0007018
Gorai.011G191200.1	GO:0031625, GO:0006511, GO:0031461
Gorai.011G191300.1	GO:0016787
Gorai.011G191500.1	GO:0006950
Gorai.011G191700.1	GO:0016021
Gorai.011G191800.1	GO:0003824, GO:0008152, GO:0003857, GO:0016491, GO:0006631, GO:0055114
Gorai.011G191900.1	GO:0003774, GO:0005524, GO:0016459
Gorai.011G192000.1	GO:0007017, GO:0005875
Gorai.011G192200.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.011G192800.1	GO:0003747, GO:0006415
Gorai.011G193300.1	GO:0004650, GO:0005975
Gorai.011G193400.1	GO:0005515
Gorai.011G193600.1	GO:0003700, GO:0006355
Gorai.011G193800.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G193900.1	GO:0003824, GO:0008152
Gorai.011G194000.1	GO:0003824
Gorai.011G194100.1	GO:0005515
Gorai.011G194200.1	GO:0004650, GO:0005975
Gorai.011G194300.1	GO:0046872, GO:0030001
Gorai.011G194500.1	GO:0006952, GO:0009607
Gorai.011G194900.1	GO:0006952, GO:0009607
Gorai.011G195000.1	GO:0005515
Gorai.011G195100.1	GO:0003677
Gorai.011G195200.1	GO:0009512
Gorai.011G195600.1	GO:0006367, GO:0005634
Gorai.011G195800.1	GO:0008270
Gorai.011G196000.1	GO:0003824, GO:0043169, GO:0005975
Gorai.011G196400.1	GO:0000156, GO:0000160, GO:0006355, GO:0003677
Gorai.011G196500.1	GO:0006952, GO:0009607
Gorai.011G196600.1	GO:0006952, GO:0009607
Gorai.011G196700.1	GO:0006952, GO:0009607
Gorai.011G196800.1	GO:0006952, GO:0009607
Gorai.011G196900.1	GO:0006952, GO:0009607
Gorai.011G197000.1	GO:0006952, GO:0009607
Gorai.011G197100.1	GO:0006952, GO:0009607
Gorai.011G197200.1	GO:0006952, GO:0009607
Gorai.011G197300.1	GO:0006952, GO:0009607
Gorai.011G197400.1	GO:0006952, GO:0009607
Gorai.011G197500.1	GO:0006952, GO:0009607
Gorai.011G197600.1	GO:0006952, GO:0009607
Gorai.011G197700.1	GO:0016616, GO:0051287, GO:0055114
Gorai.011G197800.1	GO:0006952, GO:0009607
Gorai.011G197900.1	GO:0016746, GO:0008152
Gorai.011G198200.1	GO:0004553, GO:0005975
Gorai.011G198300.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G198400.1	GO:0003824, GO:0008152
Gorai.011G198500.1	GO:0004568, GO:0006032, GO:0016998
Gorai.011G198600.1	GO:0005515, GO:0003677, GO:0005634
Gorai.011G198700.1	GO:0005525, GO:0007264, GO:0004871, GO:0019001, GO:0007186, GO:0005634, GO:0005737, GO:0005622
Gorai.011G198800.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G199100.1	GO:0016614, GO:0050660, GO:0055114
Gorai.011G199600.1	GO:0016881
Gorai.011G199700.1	GO:0008080, GO:0016747
Gorai.011G200100.1	GO:0046912, GO:0044262, GO:0003824, GO:0008152
Gorai.011G200200.1	GO:0008020, GO:0006355, GO:0009584, GO:0018298, GO:0000155, GO:0007165, GO:0016020, GO:0005515, GO:0005524
Gorai.011G200300.1	GO:0004672, GO:0005524, GO:0006468, GO:0006355
Gorai.011G200600.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.011G200700.1	GO:0016788, GO:0006629
Gorai.011G200800.1	GO:0003824
Gorai.011G201100.1	GO:0016779, GO:0008152
Gorai.011G201800.1	GO:0003700, GO:0043565, GO:0006355
Gorai.011G201900.1	GO:0003676, GO:0005515
Gorai.011G202100.1	GO:0004857, GO:0030599
Gorai.011G202200.1	GO:0004857, GO:0030599
Gorai.011G202600.1	GO:0003735, GO:0019843, GO:0006412, GO:0005840
Gorai.011G202700.1	GO:0031072
Gorai.011G202800.1	GO:0005515
Gorai.011G202900.1	GO:0016758, GO:0008152
Gorai.011G203000.1	GO:0016747
Gorai.011G203400.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G203800.1	GO:0005524, GO:0044267
Gorai.011G203900.1	GO:0003677
Gorai.011G204000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G204100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G204200.1	GO:0016881, GO:0006464, GO:0005622
Gorai.011G204400.1	GO:0008104
Gorai.011G204500.1	GO:0003824
Gorai.011G204600.1	GO:0016209, GO:0016491, GO:0055114, GO:0051920
Gorai.011G204700.1	GO:0005515, GO:0003677, GO:0005634
Gorai.011G204800.1	GO:0005515
Gorai.011G204900.1	GO:0005524, GO:0016887, GO:0016020
Gorai.011G205000.1	GO:0005524, GO:0016887, GO:0016020
Gorai.011G205200.1	GO:0005524
Gorai.011G205300.1	GO:0006820, GO:0016021
Gorai.011G205400.1	GO:0006820, GO:0016021
Gorai.011G205500.1	GO:0003677, GO:0043565, GO:0005622
Gorai.011G205600.1	GO:0015969
Gorai.011G205700.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.011G205800.1	GO:0004518, GO:0006281
Gorai.011G205900.1	GO:0008270, GO:0006886, GO:0006888, GO:0030127
Gorai.011G206100.1	GO:0003735, GO:0006412, GO:0005840
Gorai.011G206400.1	GO:0003723, GO:0003743, GO:0006413
Gorai.011G206500.1	GO:0003677, GO:0005524
Gorai.011G206900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G207000.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G207200.1	GO:0005515
Gorai.011G207300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G207400.1	GO:0004553, GO:0005975
Gorai.011G207500.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G207600.1	GO:0008168
Gorai.011G207700.1	GO:0008168
Gorai.011G207800.1	GO:0006508, GO:0016020
Gorai.011G207900.1	GO:0004784, GO:0046872, GO:0006801, GO:0055114
Gorai.011G208000.1	GO:0005783
Gorai.011G208200.1	GO:0008168
Gorai.011G208300.1	GO:0008168
Gorai.011G208400.1	GO:0008168
Gorai.011G208500.1	GO:0008168
Gorai.011G208600.1	GO:0005524, GO:0019205, GO:0006139
Gorai.011G208700.1	GO:0008168
Gorai.011G208800.1	GO:0003676, GO:0004523
Gorai.011G208900.1	GO:0000156, GO:0000160, GO:0006355
Gorai.011G209000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G209200.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.011G209300.1	GO:0015979, GO:0019684, GO:0009523, GO:0016021
Gorai.011G209500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G209600.1	GO:0000105, GO:0003824, GO:0009236
Gorai.011G209800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G209900.1	GO:0000049
Gorai.011G210000.1	GO:0000156, GO:0000160, GO:0006355
Gorai.011G210100.1	GO:0005471, GO:0005524, GO:0006810, GO:0016021
Gorai.011G210200.1	GO:0005215, GO:0006810, GO:0055085, GO:0016020
Gorai.011G210300.1	GO:0005524, GO:0030272, GO:0009396
Gorai.011G210400.1	GO:0045735
Gorai.011G210500.1	GO:0004672, GO:0005524, GO:0006468, GO:0007165
Gorai.011G210800.1	GO:0005515
Gorai.011G210900.1	GO:0005215, GO:0006857, GO:0016020
Gorai.011G211000.1	GO:0016831, GO:0030170, GO:0019752
Gorai.011G211100.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.011G211200.1	GO:0016831, GO:0030170, GO:0019752
Gorai.011G211300.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.011G211400.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.011G211600.1	GO:0005515
Gorai.011G211800.1	GO:0043531
Gorai.011G212100.1	GO:0006511, GO:0007275, GO:0005634
Gorai.011G212600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G212700.1	GO:0005509, GO:0005544
Gorai.011G212800.1	GO:0003677, GO:0046983
Gorai.011G212900.1	GO:0005509, GO:0005544
Gorai.011G213000.1	GO:0006511, GO:0007275, GO:0005634
Gorai.011G213300.1	GO:0003723, GO:0033897
Gorai.011G213400.1	GO:0016168, GO:0009767, GO:0019684, GO:0009521, GO:0016020
Gorai.011G213500.1	GO:0005515, GO:0008060, GO:0008270, GO:0032312
Gorai.011G213600.1	GO:0009055, GO:0015035, GO:0045454
Gorai.011G213900.1	GO:0005515
Gorai.011G214100.1	GO:0046872
Gorai.011G214200.1	GO:0003735, GO:0006412, GO:0005840
Gorai.011G214300.1	GO:0000156, GO:0000160, GO:0006355
Gorai.011G214400.1	GO:0003676, GO:0003677, GO:0006355, GO:0005634
Gorai.011G214500.1	GO:0004553, GO:0005975
Gorai.011G214600.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G215200.1	GO:0005215, GO:0006857, GO:0016020, GO:0055085, GO:0016021
Gorai.011G215600.1	GO:0016307, GO:0046488
Gorai.011G215800.1	GO:0004190, GO:0006508
Gorai.011G215900.1	GO:0004806, GO:0006629
Gorai.011G216000.1	GO:0005515
Gorai.011G216300.1	GO:0046983
Gorai.011G216500.1	GO:0045454
Gorai.011G216600.1	GO:0045454, GO:0016209, GO:0016491, GO:0055114
Gorai.011G216800.1	GO:0016787
Gorai.011G216900.1	GO:0005515, GO:0004672, GO:0005524, GO:0006468
Gorai.011G217200.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.011G217300.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386, GO:0003677, GO:0016787
Gorai.011G217500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G217600.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G217700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G217800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G217900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G218000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G218100.1	GO:0005515, GO:0004672, GO:0005524, GO:0006468, GO:0005509
Gorai.011G218200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G218300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.011G218400.1	GO:0031625, GO:0006511, GO:0031461
Gorai.011G218500.1	GO:0005515, GO:0004672, GO:0005524, GO:0006468, GO:0005509
Gorai.011G218600.1	GO:0003755, GO:0006457
Gorai.011G218800.1	GO:0003677, GO:0006351, GO:0005634
Gorai.011G218900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G219000.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G219300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G219400.1	GO:0003677, GO:0006351, GO:0005634
Gorai.011G219500.1	GO:0003677, GO:0006351, GO:0005634
Gorai.011G219600.1	GO:0004576, GO:0006486, GO:0016020
Gorai.011G220100.1	GO:0003677, GO:0003899, GO:0006351, GO:0005634
Gorai.011G220200.1	GO:0008270
Gorai.011G220300.1	GO:0005524, GO:0016887
Gorai.011G220400.1	GO:0008146
Gorai.011G220500.1	GO:0043531
Gorai.011G220700.1	GO:0043531
Gorai.011G221100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840, GO:0016651, GO:0048038, GO:0051287, GO:0055114
Gorai.011G221600.1	GO:0016773
Gorai.011G221800.1	GO:0004869
Gorai.011G222200.1	GO:0004650, GO:0005975
Gorai.011G222300.1	GO:0004650, GO:0005975
Gorai.011G222400.1	GO:0004650, GO:0005975
Gorai.011G222500.1	GO:0003824, GO:0008152
Gorai.011G222600.1	GO:0016881, GO:0006464, GO:0015031
Gorai.011G222800.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G222900.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G223000.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G223300.1	GO:0005515
Gorai.011G223900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G224000.1	GO:0008270
Gorai.011G224100.1	GO:0000049
Gorai.011G224500.1	GO:0005524, GO:0044267
Gorai.011G224600.1	GO:0000287, GO:0005524, GO:0047325, GO:0052725, GO:0052726, GO:0032957, GO:0005622
Gorai.011G224700.1	GO:0000287, GO:0004743, GO:0030955, GO:0006096
Gorai.011G224800.1	GO:0003824
Gorai.011G224900.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225000.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225200.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225300.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225400.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G225600.1	GO:0000166, GO:0005524, GO:0016876, GO:0043039, GO:0005737, GO:0004812, GO:0006418
Gorai.011G225700.1	GO:0003700, GO:0006355
Gorai.011G225800.1	GO:0004221, GO:0006511
Gorai.011G225900.1	GO:0000226, GO:0000922, GO:0005815
Gorai.011G226100.1	GO:0016491, GO:0008152
Gorai.011G226200.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.011G226300.1	GO:0008612
Gorai.011G226400.1	GO:0008612
Gorai.011G226700.1	GO:0005515
Gorai.011G226800.1	GO:0004221, GO:0006511, GO:0005515
Gorai.011G226900.1	GO:0016627, GO:0006629, GO:0005737, GO:0016021
Gorai.011G227000.1	GO:0016627, GO:0006629, GO:0005737, GO:0016021
Gorai.011G227100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G227600.1	GO:0005515
Gorai.011G228100.1	GO:0005515
Gorai.011G228500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G228600.1	GO:0015031
Gorai.011G228800.1	GO:0008375, GO:0016020
Gorai.011G228900.1	GO:0016491, GO:0008152, GO:0003824, GO:0050662, GO:0044237
Gorai.011G229000.1	GO:0016491, GO:0008152
Gorai.011G229100.1	GO:0003824, GO:0004488, GO:0009396, GO:0055114
Gorai.011G229200.1	GO:0016491, GO:0008152, GO:0003824, GO:0050662, GO:0044237
Gorai.011G229300.1	GO:0016491, GO:0008152, GO:0003824, GO:0050662, GO:0044237
Gorai.011G229400.1	GO:0003824, GO:0004488, GO:0009396, GO:0055114
Gorai.011G229500.1	GO:0003924, GO:0005525, GO:0042254, GO:0005634
Gorai.011G229600.1	GO:0006887, GO:0000145
Gorai.011G229700.1	GO:0006810, GO:0055085, GO:0016020
Gorai.011G229800.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G229900.1	GO:0003676
Gorai.011G230200.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G230400.1	GO:0046872, GO:0030001
Gorai.011G230800.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G230900.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231000.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G231300.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231400.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231500.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231600.1	GO:0008171
Gorai.011G231700.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231800.1	GO:0008171, GO:0008168, GO:0046983
Gorai.011G231900.1	GO:0015078, GO:0015986, GO:0045263
Gorai.011G232000.1	GO:0015078, GO:0015991, GO:0033177
Gorai.011G232200.1	GO:0003676, GO:0005524, GO:0008026
Gorai.011G232300.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G232500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G232600.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G232700.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G232800.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G232900.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G233000.1	GO:0000287, GO:0004743, GO:0030955, GO:0006096
Gorai.011G233100.1	GO:0006370, GO:0008168, GO:0008152
Gorai.011G233300.1	GO:0016746, GO:0008152
Gorai.011G233400.1	GO:0004222, GO:0008270, GO:0006508, GO:0031012, GO:0008152
Gorai.011G233500.1	GO:0003824, GO:0009116
Gorai.011G234000.1	GO:0003723
Gorai.011G234100.1	GO:0043022, GO:0042256
Gorai.011G234200.1	GO:0003677, GO:0006355
Gorai.011G234300.1	GO:0003924, GO:0005525, GO:0007264, GO:0005634, GO:0005737, GO:0005622
Gorai.011G234700.1	GO:0055085, GO:0016021
Gorai.011G235000.1	GO:0055085, GO:0016021
Gorai.011G235100.1	GO:0003676, GO:0008270
Gorai.011G235200.1	GO:0005524, GO:0006810, GO:0005622
Gorai.011G235500.1	GO:0008234, GO:0006508
Gorai.011G235600.1	GO:0016747
Gorai.011G235800.1	GO:0015031
Gorai.011G235900.1	GO:0003700, GO:0006355
Gorai.011G236400.1	GO:0003777, GO:0005524, GO:0007018, GO:0005515
Gorai.011G236500.1	GO:0005515
Gorai.011G236700.1	GO:0016491, GO:0008152
Gorai.011G236800.1	GO:0004185, GO:0006508
Gorai.011G237000.1	GO:0005506, GO:0009055, GO:0020037, GO:0015979, GO:0031361
Gorai.011G237100.1	GO:0003723, GO:0009982, GO:0001522, GO:0009451
Gorai.011G237300.1	GO:0005515, GO:0004842, GO:0016567, GO:0000151
Gorai.011G237400.1	GO:0006511
Gorai.011G237500.1	GO:0005525, GO:0007264, GO:0005634, GO:0005737, GO:0005622
Gorai.011G237700.1	GO:0005515, GO:0043531
Gorai.011G237800.1	GO:0043531
Gorai.011G237900.1	GO:0008270
Gorai.011G238100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G238200.1	GO:0005524, GO:0016887
Gorai.011G238400.1	GO:0016841, GO:0009058
Gorai.011G238500.1	GO:0005515
Gorai.011G238600.1	GO:0005515, GO:0004871, GO:0009416
Gorai.011G238700.1	GO:0004579, GO:0006486, GO:0005783, GO:0016021
Gorai.011G238800.1	GO:0003700, GO:0008270, GO:0043565, GO:0006355
Gorai.011G238900.1	GO:0006355, GO:0005634, GO:0003677, GO:0009725
Gorai.011G239000.1	GO:0016868, GO:0005975
Gorai.011G239300.1	GO:0008080, GO:0016747
Gorai.011G239400.1	GO:0016787, GO:0003723, GO:0030145
Gorai.011G239500.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G239600.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G239700.1	GO:0016881, GO:0005515
Gorai.011G239800.1	GO:0003677, GO:0006355
Gorai.011G239900.1	GO:0016881
Gorai.011G240000.1	GO:0006629
Gorai.011G240100.1	GO:0004107, GO:0009073
Gorai.011G240200.1	GO:0004107, GO:0009073
Gorai.011G240300.1	GO:0016833, GO:0009058
Gorai.011G240400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G240600.1	GO:0004252, GO:0016021
Gorai.011G240700.1	GO:0008219, GO:0016021
Gorai.011G240800.1	GO:0003677
Gorai.011G240900.1	GO:0005524, GO:0006367, GO:0005674
Gorai.011G241100.1	GO:0005515
Gorai.011G241200.1	GO:0003924, GO:0005525
Gorai.011G241300.1	GO:0016624, GO:0008152
Gorai.011G241400.1	GO:0003924, GO:0005525
Gorai.011G241500.1	GO:0003676
Gorai.011G241600.1	GO:0043565, GO:0005622
Gorai.011G241700.1	GO:0003700, GO:0006355
Gorai.011G241900.1	GO:0005524, GO:0019205, GO:0006139
Gorai.011G242000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G242100.1	GO:0005506, GO:0009055, GO:0016491, GO:0050660, GO:0016021, GO:0055114
Gorai.011G242200.1	GO:0005097, GO:0032313, GO:0005622
Gorai.011G242300.1	GO:0003824
Gorai.011G242400.1	GO:0016810, GO:0006807
Gorai.011G242700.1	GO:0003676, GO:0008270
Gorai.011G242900.1	GO:0047134, GO:0055114
Gorai.011G243700.1	GO:0047134, GO:0055114
Gorai.011G244000.1	GO:0047134, GO:0055114
Gorai.011G244200.1	GO:0047134, GO:0055114
Gorai.011G244400.1	GO:0047134, GO:0055114
Gorai.011G245100.1	GO:0016746, GO:0016747, GO:0006633, GO:0016020, GO:0008610
Gorai.011G245300.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G245600.1	GO:0051082, GO:0006457, GO:0016272
Gorai.011G245700.1	GO:0003676, GO:0005634
Gorai.011G246200.1	GO:0005515
Gorai.011G246300.1	GO:0005215, GO:0006810, GO:0055085, GO:0016021
Gorai.011G246400.1	GO:0008324, GO:0006812, GO:0055085, GO:0016021
Gorai.011G246500.1	GO:0004553, GO:0004563, GO:0005975
Gorai.011G246600.1	GO:0008138, GO:0006470
Gorai.011G248500.1	GO:0055085
Gorai.011G248800.1	GO:0035556, GO:0047134, GO:0055114
Gorai.011G249000.1	GO:0016746, GO:0016747, GO:0006633, GO:0016020, GO:0008610
Gorai.011G249100.1	GO:0016746, GO:0016747, GO:0006633, GO:0016020, GO:0008610
Gorai.011G249200.1	GO:0016746, GO:0016747, GO:0006633, GO:0016020, GO:0008610
Gorai.011G249300.1	GO:0003735, GO:0006412, GO:0005840
Gorai.011G249400.1	GO:0005515
Gorai.011G249500.1	GO:0005515
Gorai.011G249600.1	GO:0005515
Gorai.011G249900.1	GO:0005515
Gorai.011G250000.1	GO:0005515
Gorai.011G250100.1	GO:0006886, GO:0016192
Gorai.011G250300.1	GO:0005515
Gorai.011G250400.1	GO:0005515
Gorai.011G250500.1	GO:0005515
Gorai.011G250800.1	GO:0005515
Gorai.011G250900.1	GO:0005515
Gorai.011G251000.1	GO:0005515
Gorai.011G251100.1	GO:0005515
Gorai.011G251200.1	GO:0015078, GO:0015991, GO:0033177
Gorai.011G251300.1	GO:0015078, GO:0015991, GO:0033177
Gorai.011G251500.1	GO:0005515
Gorai.011G251600.1	GO:0005515
Gorai.011G251800.1	GO:0005515
Gorai.011G251900.1	GO:0005515
Gorai.011G252200.1	GO:0005515
Gorai.011G252300.1	GO:0005515
Gorai.011G252400.1	GO:0005515
Gorai.011G252500.1	GO:0005515
Gorai.011G252600.1	GO:0005515
Gorai.011G252700.1	GO:0005515
Gorai.011G252800.1	GO:0005515
Gorai.011G252900.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.011G253000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G253100.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G253200.1	GO:0005515
Gorai.011G253400.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G253500.1	GO:0047134, GO:0055114
Gorai.011G253600.1	GO:0047134, GO:0055114
Gorai.011G253700.1	GO:0047134, GO:0055114
Gorai.011G253800.1	GO:0047134, GO:0055114
Gorai.011G253900.1	GO:0003676, GO:0008270
Gorai.011G254100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
